employee_id,age,gender,department,job_role,job_level,years_at_company,monthly_income,overtime,job_satisfaction,engagement_score,performance_rating,attrition,review_month
EMP0295,33,Male,Finance,Accountant,4,9,132000,No,4,77,3.5,No,2026-10
EMP0296,32,Female,Technology,IT Support,2,3,88000,Yes,2,49,3.5,No,2026-05
EMP0297,37,Non-binary,Finance,Accountant,3,5,93500,No,3,84,3.7,Yes,2026-02
EMP0298,23,Male,Sales,Account Executive,1,0,42000,No,2,81,4.7,No,2026-08
EMP0299,46,Female,Operations,Coordinator,4,5,119000,No,3,69,2.7,No,2026-09
EMP0300,29,Non-binary,Technology,Software Engineer,4,7,119000,No,3,68,3.2,No,2026-11
EMP0301,45,Male,Sales,Sales Manager,3,4,100500,No,4,74,3.9,No,2026-09
EMP0302,26,Female,Finance,Accountant,1,5,58500,Yes,4,73,3.2,No,2026-02
EMP0303,54,Non-binary,Technology,Data Analyst,1,1,51500,No,4,80,3.9,No,2026-05
EMP0304,41,Non-binary,Technology,IT Support,4,8,130500,No,4,85,2.8,No,2026-05
EMP0305,52,Non-binary,Technology,IT Support,1,5,64500,No,2,60,3.1,No,2026-11
EMP0306,42,Female,Operations,Team Lead,2,6,82000,No,4,77,3.4,No,2026-10
EMP0307,26,Female,Sales,Account Executive,2,1,76500,Yes,3,72,3.9,No,2026-10
EMP0308,35,Female,Operations,Team Lead,2,2,67000,No,4,78,3.4,No,2026-09
EMP0309,48,Non-binary,Sales,Account Executive,2,7,72500,Yes,3,71,2.3,No,2026-10
EMP0310,45,Female,Finance,Financial Analyst,2,5,87500,No,3,82,3.5,No,2026-02
EMP0311,52,Female,Sales,Sales Manager,2,2,81500,No,3,91,4.0,No,2026-04
EMP0312,58,Female,Operations,Operations Analyst,1,0,54500,Yes,1,57,3.4,No,2026-11
EMP0313,52,Male,Operations,Team Lead,1,2,55000,No,4,78,2.2,No,2026-11
EMP0314,22,Female,Finance,Finance Manager,1,1,48000,No,3,85,5,No,2026-12
EMP0315,38,Non-binary,Finance,Finance Manager,2,1,50000,No,2,78,3.3,No,2026-08
EMP0316,28,Female,Operations,Operations Analyst,1,4,49500,No,2,68,2.8,No,2026-12
EMP0317,33,Male,Technology,Data Analyst,1,3,54500,No,4,83,3.8,No,2026-05
EMP0318,58,Female,Technology,Data Analyst,5,7,146500,No,1,62,4.2,No,2026-11
EMP0319,31,Non-binary,Technology,Data Analyst,3,6,101500,No,2,86,4.1,No,2026-01
EMP0320,47,Female,Finance,Finance Manager,1,2,56000,No,4,85,3.2,No,2026-11
EMP0321,24,Female,Operations,Coordinator,2,2,77000,No,3,56,2.7,No,2026-10
EMP0322,44,Male,Sales,Sales Manager,3,3,88500,No,2,51,3.2,No,2026-07
EMP0323,49,Female,Operations,Operations Analyst,1,3,60000,Yes,2,62,3.1,No,2026-03
EMP0324,26,Female,Technology,Software Engineer,2,0,81000,Yes,2,80,3.4,No,2026-07
EMP0325,49,Male,Technology,IT Support,5,10,150500,Yes,4,85,3.0,No,2026-10
EMP0326,31,Female,Operations,Team Lead,2,4,75500,No,4,92,5,No,2026-04
EMP0327,51,Female,Sales,Sales Manager,4,5,127500,Yes,3,75,3.8,No,2026-01
EMP0328,26,Male,Finance,Accountant,2,2,77500,No,4,94,3.4,No,2026-10
EMP0329,35,Male,Sales,Business Development,1,1,49500,Yes,4,76,3.1,Yes,2026-04
EMP0330,42,Female,Sales,Sales Manager,2,2,73000,No,3,78,3.8,No,2026-05
EMP0331,40,Male,Finance,Financial Analyst,1,7,58500,Yes,3,61,2.5,No,2026-10
EMP0332,27,Non-binary,Technology,Software Engineer,1,2,35500,Yes,3,63,3.0,No,2026-01
EMP0333,57,Female,Sales,Account Executive,1,0,35500,No,3,72,2.7,No,2026-01
EMP0334,32,Male,Sales,Business Development,2,5,65500,Yes,1,54,3.7,No,2026-12
EMP0335,27,Male,Technology,IT Support,4,5,127500,No,4,74,3.6,No,2026-05
EMP0336,31,Male,Technology,IT Support,2,7,69000,No,4,90,3.6,No,2026-04
EMP0337,34,Female,Technology,Software Engineer,2,0,80000,Yes,3,61,5,Yes,2026-06
EMP0338,56,Female,Finance,Finance Manager,3,5,93500,Yes,3,66,2.8,No,2026-08
EMP0339,48,Female,Finance,Finance Manager,1,0,54500,Yes,2,56,3.8,Yes,2026-12
EMP0340,40,Female,Finance,Financial Analyst,2,3,76500,No,4,92,3.9,No,2026-09
EMP0341,52,Male,Sales,Account Executive,2,2,73500,No,2,59,2.9,No,2026-12
EMP0342,53,Female,Finance,Finance Manager,2,7,77000,Yes,4,61,2.5,No,2026-04
EMP0343,45,Male,Technology,Data Analyst,1,0,50000,No,1,69,3.1,No,2026-09
EMP0344,58,Non-binary,Sales,Account Executive,4,9,128000,No,2,69,2.6,No,2026-05
EMP0345,26,Male,HR,HR Analyst,1,0,56500,No,3,82,3.9,No,2026-02
EMP0346,24,Male,Operations,Team Lead,2,1,60500,No,2,61,4.0,No,2026-03
EMP0347,46,Male,Technology,Data Analyst,1,5,54000,No,4,66,2.3,No,2026-02
EMP0348,56,Male,Technology,IT Support,1,0,43500,No,4,75,3.4,No,2026-10
EMP0349,23,Non-binary,Sales,Sales Manager,1,2,44000,No,4,74,2.9,No,2026-12
EMP0350,58,Non-binary,HR,HR Business Partner,3,7,100500,No,3,51,2.5,Yes,2026-05
EMP0351,25,Male,Technology,Data Analyst,4,5,123500,No,4,77,2.9,No,2026-05
EMP0352,31,Non-binary,Operations,Team Lead,2,2,71500,Yes,3,44,2.5,No,2026-01
EMP0353,32,Male,Technology,Data Analyst,2,2,67000,No,4,98,4.6,No,2026-07
EMP0354,58,Female,Finance,Financial Analyst,1,5,55500,Yes,1,61,2.9,No,2026-07
EMP0355,48,Female,Technology,Data Analyst,2,7,86500,No,2,69,3.0,Yes,2026-02
EMP0356,51,Male,Operations,Coordinator,2,7,81000,No,4,80,2.9,No,2026-12
EMP0357,38,Non-binary,Sales,Sales Manager,2,4,76500,Yes,2,62,3.2,No,2026-01
EMP0358,54,Female,Technology,IT Support,1,0,46500,No,2,65,3.4,No,2026-05
EMP0359,36,Female,Technology,IT Support,5,10,144000,No,2,77,3.8,Yes,2026-09
EMP0360,58,Non-binary,Operations,Coordinator,2,3,75000,Yes,1,57,2.7,No,2026-01
EMP0361,51,Male,HR,HR Analyst,1,2,42000,No,4,75,4.0,No,2026-03
EMP0362,38,Female,Sales,Sales Manager,5,6,143000,No,3,66,2.7,No,2026-09
EMP0363,30,Female,HR,Recruiter,1,6,67500,No,3,63,2.8,No,2026-06
EMP0364,35,Female,Technology,Data Analyst,2,3,80000,No,4,95,3.6,No,2026-03
EMP0365,56,Female,Operations,Team Lead,3,6,109500,No,1,70,3.6,No,2026-06
EMP0366,56,Non-binary,Operations,Operations Analyst,3,7,104000,No,3,79,3.2,Yes,2026-04
EMP0367,28,Male,HR,HR Analyst,3,5,99000,Yes,3,57,3.3,Yes,2026-05
EMP0368,57,Female,Operations,Team Lead,2,2,83000,No,2,64,3.9,No,2026-02
EMP0369,41,Male,Technology,Data Analyst,3,2,94500,Yes,3,50,3.4,Yes,2026-12
EMP0370,53,Male,Operations,Operations Analyst,5,7,163000,No,1,54,3.1,No,2026-08
EMP0371,57,Non-binary,Finance,Accountant,2,4,86000,No,4,80,3.5,No,2026-06
EMP0372,38,Male,Operations,Coordinator,4,8,130500,Yes,1,67,4.3,No,2026-06
EMP0373,30,Non-binary,Technology,Data Analyst,3,2,100000,No,1,70,3.6,No,2026-05
EMP0374,31,Female,Technology,IT Support,4,2,119000,No,3,70,4.4,No,2026-09
EMP0375,49,Female,Sales,Account Executive,2,0,61500,No,3,88,4.9,No,2026-11
EMP0376,34,Male,Operations,Coordinator,3,3,103000,Yes,4,67,2.5,No,2026-11
EMP0377,41,Male,Sales,Business Development,3,7,100500,No,3,71,3.4,No,2026-09
EMP0378,22,Male,Operations,Coordinator,1,2,57500,No,2,63,3.8,No,2026-06
EMP0379,36,Non-binary,Sales,Business Development,3,1,95000,No,4,54,3.6,Yes,2026-01
EMP0380,33,Non-binary,Finance,Finance Manager,5,8,149500,Yes,3,83,2.7,No,2026-07
EMP0381,54,Female,Sales,Account Executive,1,0,49500,No,3,72,3.8,No,2026-12
EMP0382,31,Male,HR,Recruiter,3,6,100500,No,2,69,4.6,No,2026-11
EMP0383,25,Female,Technology,IT Support,1,4,55000,No,2,55,3.4,No,2026-12
EMP0384,48,Female,Finance,Finance Manager,2,0,71500,No,3,54,4.1,No,2026-06
EMP0385,30,Female,Technology,IT Support,4,10,130500,Yes,4,82,3.3,No,2026-09
EMP0386,50,Non-binary,Technology,Software Engineer,2,3,76500,No,1,56,2.7,No,2026-04
EMP0387,35,Male,Technology,Software Engineer,3,6,97500,No,4,74,4.0,No,2026-04
EMP0388,29,Non-binary,Sales,Business Development,3,4,91000,No,2,58,3.2,Yes,2026-05
EMP0389,54,Female,HR,Recruiter,1,6,62500,No,2,64,3.8,No,2026-08
EMP0390,27,Non-binary,Sales,Sales Manager,5,7,148500,No,3,61,3.6,No,2026-03
EMP0391,31,Male,Technology,Software Engineer,1,1,64000,No,3,70,3.7,No,2026-10
EMP0392,56,Female,Technology,IT Support,4,7,119000,No,3,81,3.4,No,2026-02
EMP0393,45,Male,Operations,Coordinator,2,3,79000,No,3,83,3.5,No,2026-02
EMP0394,43,Female,HR,HR Business Partner,4,8,120000,Yes,2,57,2.5,No,2026-09
EMP0395,43,Male,Operations,Team Lead,3,5,99000,Yes,3,86,4.1,No,2026-08
EMP0396,47,Male,Operations,Operations Analyst,2,6,83000,No,4,90,3.4,No,2026-11
EMP0397,44,Non-binary,Technology,Data Analyst,3,2,100000,No,3,90,3.1,No,2026-01
EMP0398,54,Female,Technology,Software Engineer,1,4,52000,Yes,2,58,2.6,Yes,2026-11
EMP0399,45,Non-binary,Operations,Coordinator,4,7,113500,No,2,63,3.0,Yes,2026-08
EMP0400,50,Male,Finance,Finance Manager,2,5,79500,No,2,68,3.1,No,2026-12
EMP0401,26,Female,Operations,Team Lead,1,2,46000,Yes,3,65,3.6,No,2026-10
EMP0402,35,Non-binary,Operations,Operations Analyst,2,7,78000,No,1,52,4.2,No,2026-05
EMP0403,57,Male,HR,Recruiter,1,2,47000,No,4,98,4.2,No,2026-10
EMP0404,52,Non-binary,Sales,Business Development,2,6,75000,Yes,2,54,2.7,No,2026-04
EMP0405,31,Male,HR,HR Analyst,1,2,59000,No,3,91,3.9,No,2026-04
EMP0406,47,Female,Sales,Sales Manager,2,0,77500,No,3,64,3.8,No,2026-02
EMP0407,40,Female,Operations,Operations Analyst,1,0,40000,Yes,2,53,2.9,Yes,2026-09
EMP0408,42,Female,Sales,Business Development,3,5,102000,No,1,40,2.6,No,2026-02
EMP0409,25,Non-binary,Finance,Finance Manager,2,5,68000,No,3,82,4.9,No,2026-11
EMP0410,39,Non-binary,Operations,Team Lead,4,6,127000,No,4,70,3.0,No,2026-03
EMP0411,56,Male,Sales,Business Development,3,2,105500,No,2,58,3.8,No,2026-07
EMP0412,28,Non-binary,Technology,Data Analyst,1,0,47500,No,3,72,2.9,No,2026-07
EMP0413,37,Female,Technology,Software Engineer,4,7,130000,No,3,63,3.5,No,2026-04
EMP0414,45,Female,Operations,Team Lead,2,6,61000,No,3,86,3.0,No,2026-07
EMP0415,54,Male,Technology,Software Engineer,1,0,49000,No,3,81,3.5,No,2026-05
EMP0416,29,Non-binary,Operations,Coordinator,2,0,57000,Yes,2,54,3.6,No,2026-09
EMP0417,34,Male,HR,HR Analyst,1,0,46000,Yes,3,59,3.5,No,2026-11
EMP0418,27,Male,Sales,Sales Manager,4,7,122500,No,2,63,2.9,No,2026-07
EMP0419,55,Female,Technology,Data Analyst,2,0,68000,No,3,66,3.0,No,2026-10
EMP0420,28,Non-binary,Finance,Financial Analyst,4,8,124500,No,3,66,3.7,No,2026-12
EMP0421,49,Male,Finance,Accountant,3,7,107500,No,3,57,1.5,No,2026-10
EMP0422,31,Non-binary,Technology,IT Support,1,5,57500,No,4,65,4.3,No,2026-08
EMP0423,26,Female,Sales,Business Development,2,6,78000,Yes,3,91,3.0,No,2026-11
EMP0424,31,Female,Sales,Sales Manager,1,1,62000,Yes,3,73,3.3,Yes,2026-11
EMP0425,25,Non-binary,Operations,Coordinator,3,5,91500,No,4,71,3.3,No,2026-01
EMP0426,48,Non-binary,Technology,IT Support,3,9,104000,Yes,4,65,2.4,No,2026-11
EMP0427,48,Non-binary,Technology,IT Support,1,0,55000,Yes,3,81,3.5,No,2026-07
EMP0428,50,Male,Operations,Team Lead,3,3,95500,No,3,68,3.3,No,2026-09
EMP0429,29,Non-binary,Finance,Financial Analyst,2,0,75000,No,4,89,3.9,No,2026-10
EMP0430,34,Non-binary,Technology,Software Engineer,4,9,125000,No,3,80,4.5,No,2026-06
EMP0431,41,Female,Sales,Account Executive,2,5,76000,No,2,59,2.9,No,2026-09
EMP0432,40,Non-binary,Technology,Data Analyst,1,4,51000,No,1,74,3.3,No,2026-02
EMP0433,57,Male,Operations,Operations Analyst,1,0,54000,No,3,78,3.5,No,2026-06
EMP0434,52,Female,HR,HR Analyst,1,0,51500,No,3,84,4.4,No,2026-03
EMP0435,51,Female,Sales,Business Development,1,6,66500,No,3,75,3.0,No,2026-04
EMP0436,41,Female,Sales,Sales Manager,2,2,69000,No,4,88,3.4,No,2026-10
EMP0437,26,Non-binary,Finance,Accountant,3,6,105500,No,4,73,3.3,No,2026-04
EMP0438,28,Non-binary,Finance,Accountant,5,8,151500,No,3,77,1.9,No,2026-12
EMP0439,41,Male,Technology,Software Engineer,2,6,81500,No,3,84,3.2,No,2026-05
EMP0440,34,Male,Sales,Account Executive,4,3,119500,No,2,62,3.8,No,2026-11
EMP0441,24,Female,Operations,Operations Analyst,3,1,86500,No,3,59,2.9,Yes,2026-01
EMP0442,37,Female,Sales,Business Development,4,5,123000,No,4,67,2.8,No,2026-11
EMP0443,49,Non-binary,Sales,Sales Manager,2,3,69500,No,2,68,3.5,No,2026-04
EMP0444,26,Non-binary,Finance,Finance Manager,2,1,72500,No,3,65,3.0,No,2026-02
EMP0445,49,Non-binary,Finance,Accountant,3,3,93500,Yes,3,73,4.1,No,2026-02
EMP0446,28,Female,Operations,Operations Analyst,3,5,100000,Yes,2,75,3.1,No,2026-01
EMP0447,38,Non-binary,Operations,Operations Analyst,4,8,123500,Yes,4,62,4.4,No,2026-07
EMP0448,23,Non-binary,Operations,Team Lead,2,3,71000,No,2,76,3.1,No,2026-04
EMP0449,43,Non-binary,Finance,Finance Manager,2,1,81000,No,3,63,4.1,No,2026-11
EMP0450,25,Female,Technology,Software Engineer,2,5,84500,No,4,95,3.8,Yes,2026-06
EMP0451,31,Female,Technology,IT Support,4,10,140500,No,3,63,4.2,No,2026-10
EMP0452,33,Female,Finance,Accountant,3,5,112000,No,4,98,4.0,No,2026-03
EMP0453,32,Male,Finance,Financial Analyst,1,2,51000,Yes,4,78,3.3,No,2026-12
EMP0454,40,Female,Operations,Operations Analyst,3,4,97500,No,2,68,4.0,No,2026-07
EMP0455,50,Female,Operations,Coordinator,1,1,61000,No,3,68,3.8,No,2026-06
EMP0456,28,Non-binary,Technology,Software Engineer,1,0,49500,No,2,64,2.2,Yes,2026-03
EMP0457,28,Male,Operations,Team Lead,3,6,105000,No,4,76,3.5,No,2026-02
EMP0458,25,Non-binary,Technology,IT Support,2,4,67000,No,3,69,1.8,No,2026-02
EMP0459,54,Non-binary,Operations,Operations Analyst,3,9,110000,No,2,77,3.3,No,2026-11
EMP0460,37,Non-binary,Operations,Team Lead,3,7,97500,No,2,77,3.3,Yes,2026-11
EMP0461,55,Female,Sales,Business Development,2,3,74500,No,4,79,3.7,No,2026-05
EMP0462,37,Male,Sales,Account Executive,1,5,48000,No,3,79,3.4,No,2026-12
EMP0463,26,Male,Technology,Software Engineer,2,2,70000,No,2,71,4.7,No,2026-06
EMP0464,55,Female,Operations,Team Lead,2,3,79000,No,2,68,3.7,No,2026-03
EMP0465,49,Female,Operations,Operations Analyst,2,0,78500,Yes,2,56,3.0,Yes,2026-01
EMP0466,43,Female,Finance,Accountant,3,0,92000,No,2,68,2.8,No,2026-09
EMP0467,56,Female,HR,HR Business Partner,2,4,81500,No,4,96,3.5,No,2026-10
EMP0468,31,Female,Sales,Sales Manager,1,3,57500,No,2,82,4.8,No,2026-06
EMP0469,33,Non-binary,Sales,Business Development,2,6,81500,No,4,82,4.5,No,2026-08
EMP0470,32,Male,Operations,Team Lead,5,5,136500,No,4,79,4.2,No,2026-06
EMP0471,40,Non-binary,Technology,IT Support,3,6,93500,No,3,71,3.6,No,2026-06
EMP0472,43,Male,Sales,Account Executive,3,6,94500,Yes,3,79,4.0,Yes,2026-05
EMP0473,44,Non-binary,Technology,Data Analyst,1,3,52000,No,4,84,4.1,No,2026-03
EMP0474,33,Male,Technology,Data Analyst,4,5,115500,No,1,83,2.8,Yes,2026-01
EMP0475,37,Female,Technology,Software Engineer,3,5,97000,Yes,3,67,4.1,No,2026-02
EMP0476,52,Female,Sales,Business Development,1,4,51000,Yes,4,61,2.7,No,2026-11
EMP0477,35,Female,Sales,Business Development,2,5,69000,No,3,74,2.3,No,2026-09
EMP0478,28,Non-binary,Finance,Accountant,2,1,79500,No,3,79,4.0,No,2026-01
EMP0479,27,Male,Finance,Financial Analyst,2,6,66000,No,4,79,3.8,No,2026-08
EMP0480,58,Non-binary,Technology,IT Support,3,6,98500,Yes,3,65,3.7,No,2026-05
EMP0481,46,Non-binary,Technology,Data Analyst,2,1,67500,No,3,59,2.9,No,2026-05
EMP0482,26,Female,Sales,Account Executive,2,6,83500,No,4,76,3.4,No,2026-10
EMP0483,48,Male,Sales,Sales Manager,3,4,108000,No,2,67,3.1,No,2026-08
EMP0484,50,Non-binary,Sales,Sales Manager,2,6,76500,No,4,77,3.7,No,2026-01
EMP0485,53,Female,Technology,Data Analyst,2,6,74000,Yes,3,61,2.8,No,2026-05
EMP0486,31,Male,Operations,Team Lead,5,3,146500,No,4,82,3.9,No,2026-05
EMP0487,52,Non-binary,Sales,Business Development,1,1,51500,No,1,65,2.8,No,2026-11
EMP0488,22,Male,Technology,IT Support,1,0,48500,No,2,79,3.8,No,2026-08
EMP0489,26,Male,Operations,Operations Analyst,1,4,53500,No,3,77,5,No,2026-05
EMP0490,27,Female,Finance,Finance Manager,4,7,129500,No,4,70,4.4,No,2026-06
EMP0491,48,Male,Technology,Software Engineer,3,2,95000,Yes,3,77,3.1,Yes,2026-03
EMP0492,25,Non-binary,Finance,Finance Manager,2,3,74000,No,4,79,4.1,No,2026-11
EMP0493,43,Male,Finance,Accountant,2,0,72000,No,4,89,4.8,No,2026-10
EMP0494,58,Female,Sales,Account Executive,1,0,58500,Yes,1,70,4.0,No,2026-01
EMP0495,40,Non-binary,HR,HR Business Partner,2,7,85500,Yes,3,79,4.1,Yes,2026-04
EMP0496,58,Non-binary,Finance,Financial Analyst,3,3,109000,Yes,4,75,4.1,Yes,2026-05
EMP0497,33,Female,Technology,Data Analyst,5,10,147000,No,2,85,3.6,No,2026-05
EMP0498,28,Non-binary,Operations,Coordinator,3,4,97500,No,3,71,3.3,No,2026-01
EMP0499,30,Non-binary,Technology,IT Support,3,8,105500,No,4,98,3.5,No,2026-06
EMP0500,51,Non-binary,Technology,Software Engineer,2,4,80000,Yes,4,69,2.9,No,2026-08
EMP0501,54,Female,Sales,Account Executive,4,7,125500,No,4,75,3.6,No,2026-06
EMP0502,48,Male,Operations,Coordinator,1,0,35500,Yes,3,76,3.3,No,2026-11
EMP0503,33,Female,Operations,Team Lead,1,5,50500,No,4,87,4.0,No,2026-02
EMP0504,30,Male,Finance,Finance Manager,1,1,49000,No,3,81,2.9,No,2026-08
EMP0505,26,Non-binary,Operations,Team Lead,1,3,42500,No,3,77,3.3,No,2026-02
EMP0506,52,Female,Technology,Software Engineer,1,3,37500,No,2,61,2.5,No,2026-08
EMP0507,39,Female,Sales,Account Executive,4,5,114000,Yes,2,70,3.2,No,2026-12
EMP0508,44,Male,Operations,Operations Analyst,3,4,101500,No,3,79,5,No,2026-05
EMP0509,33,Male,Technology,Data Analyst,4,7,128500,No,3,72,3.4,No,2026-12
EMP0510,52,Non-binary,Technology,IT Support,4,5,112000,No,3,82,3.5,No,2026-01
EMP0511,40,Male,Operations,Coordinator,3,7,108000,Yes,4,78,2.6,No,2026-09
EMP0512,56,Female,Finance,Financial Analyst,3,5,106500,No,2,69,3.4,No,2026-05
EMP0513,49,Male,Technology,IT Support,3,2,107500,No,3,73,3.2,No,2026-11
EMP0514,52,Female,Operations,Coordinator,1,0,54000,Yes,2,59,2.7,Yes,2026-10
EMP0515,52,Non-binary,Operations,Team Lead,3,4,92000,No,1,76,3.5,No,2026-02
EMP0516,24,Non-binary,Finance,Financial Analyst,3,4,98000,No,3,61,3.1,No,2026-09
EMP0517,42,Female,HR,HR Business Partner,2,5,75000,Yes,4,64,3.3,No,2026-11
EMP0518,57,Non-binary,Technology,Data Analyst,1,1,44000,No,4,82,4.9,No,2026-07
EMP0519,37,Female,Operations,Coordinator,1,3,49000,No,2,72,3.3,Yes,2026-09
EMP0520,43,Male,HR,HR Analyst,3,5,103500,No,3,76,4.0,No,2026-01
EMP0521,52,Non-binary,Technology,Data Analyst,3,8,113500,No,3,50,4.0,No,2026-07
EMP0522,43,Non-binary,Operations,Coordinator,1,0,50000,No,2,71,3.7,No,2026-06
EMP0523,30,Female,Sales,Account Executive,4,6,124000,No,4,95,3.8,No,2026-02
EMP0524,54,Male,Technology,IT Support,1,4,53000,No,3,77,3.6,No,2026-09
EMP0525,42,Female,Technology,Software Engineer,2,5,81500,Yes,2,50,3.7,No,2026-06
EMP0526,35,Male,Sales,Account Executive,4,2,124500,No,4,79,3.8,No,2026-10
EMP0527,34,Male,Technology,IT Support,1,3,39500,Yes,3,64,3.2,No,2026-08
EMP0528,50,Female,Operations,Operations Analyst,1,3,56500,Yes,4,77,4.1,No,2026-06
EMP0529,27,Non-binary,Sales,Business Development,3,3,90000,Yes,4,86,3.7,No,2026-06
EMP0530,46,Non-binary,Technology,Data Analyst,2,6,77000,No,2,61,2.1,No,2026-04
EMP0531,53,Female,Sales,Business Development,4,12,136000,Yes,4,51,3.4,No,2026-05
EMP0532,43,Non-binary,HR,Recruiter,4,6,114000,No,1,57,3.6,Yes,2026-06
EMP0533,29,Male,Technology,IT Support,1,3,49000,No,3,63,1.8,No,2026-05
EMP0534,53,Female,Operations,Operations Analyst,2,3,65500,No,4,88,4.8,No,2026-02
EMP0535,44,Male,HR,Recruiter,2,5,95000,No,2,68,3.5,No,2026-11
EMP0536,50,Male,HR,HR Business Partner,5,8,145500,Yes,3,63,4.1,No,2026-12
EMP0537,29,Female,Sales,Sales Manager,1,2,48500,No,2,80,4.0,No,2026-09
EMP0538,47,Non-binary,Finance,Financial Analyst,1,3,50500,No,3,65,3.2,No,2026-07
EMP0539,51,Female,Technology,IT Support,1,0,48000,Yes,3,61,3.4,No,2026-06
EMP0540,38,Male,Technology,Software Engineer,1,5,43000,No,4,94,4.3,Yes,2026-10
EMP0541,51,Non-binary,Sales,Sales Manager,1,2,49000,Yes,4,62,3.0,No,2026-02
EMP0542,37,Female,Technology,IT Support,1,3,65500,No,4,73,3.5,No,2026-10
EMP0543,30,Non-binary,HR,HR Analyst,5,7,157500,No,2,69,2.8,No,2026-09
EMP0544,38,Non-binary,Technology,IT Support,3,2,98000,Yes,4,72,4.1,No,2026-11
EMP0545,35,Male,HR,HR Business Partner,1,1,49000,Yes,1,43,3.7,No,2026-10
EMP0546,46,Female,Technology,Data Analyst,1,3,51500,No,3,66,4.7,No,2026-11
EMP0547,25,Non-binary,Technology,Data Analyst,3,5,101000,No,1,61,3.4,No,2026-11
EMP0548,30,Non-binary,Sales,Account Executive,1,0,61500,No,3,87,2.8,No,2026-03
EMP0549,46,Non-binary,Technology,IT Support,1,6,46500,Yes,4,61,3.4,No,2026-11
EMP0550,51,Female,Finance,Accountant,2,5,81500,No,1,57,3.7,No,2026-05
EMP0551,28,Male,Operations,Coordinator,5,8,161500,No,3,86,3.4,No,2026-07
EMP0552,42,Non-binary,Technology,Software Engineer,1,2,51500,No,4,81,3.2,No,2026-08
EMP0553,46,Non-binary,Operations,Operations Analyst,4,8,122000,Yes,2,50,3.4,No,2026-04
EMP0554,29,Female,Sales,Sales Manager,2,1,70000,No,2,64,2.7,No,2026-10
EMP0555,24,Non-binary,Technology,Data Analyst,2,3,78500,No,4,75,3.6,No,2026-05
EMP0556,27,Non-binary,Sales,Sales Manager,2,0,80500,Yes,4,81,2.9,No,2026-07
EMP0557,37,Female,Operations,Operations Analyst,1,0,62000,No,3,64,3.9,Yes,2026-04
EMP0558,34,Female,HR,HR Analyst,4,11,131000,Yes,3,64,2.9,No,2026-06
EMP0559,47,Male,Operations,Coordinator,2,7,88500,No,2,61,3.5,Yes,2026-09
EMP0560,47,Male,Finance,Finance Manager,2,2,68500,Yes,3,64,3.7,Yes,2026-12
EMP0561,26,Non-binary,Operations,Operations Analyst,3,4,90500,No,3,77,4.2,No,2026-02
EMP0562,26,Male,Sales,Sales Manager,2,4,85500,Yes,4,90,3.1,No,2026-05
EMP0563,27,Non-binary,HR,HR Business Partner,2,0,71500,No,3,87,4.1,No,2026-04
EMP0564,47,Male,HR,HR Analyst,4,10,132500,No,2,84,3.6,No,2026-04
EMP0565,35,Male,Sales,Account Executive,2,2,70500,No,4,60,2.6,Yes,2026-07
EMP0566,30,Female,Technology,Software Engineer,3,8,108000,No,1,67,2.9,No,2026-10
EMP0567,42,Non-binary,Sales,Account Executive,5,3,134000,No,3,61,3.6,No,2026-06
EMP0568,44,Male,Sales,Sales Manager,1,0,52500,Yes,1,40,1.4,Yes,2026-10
EMP0569,42,Non-binary,Finance,Financial Analyst,2,1,70500,No,1,71,3.3,No,2026-10
EMP0570,46,Non-binary,Sales,Business Development,3,5,90500,No,4,80,4.1,No,2026-04
EMP0571,44,Male,Operations,Coordinator,4,3,112000,No,4,67,2.5,No,2026-07
EMP0572,32,Female,Sales,Sales Manager,1,1,55500,No,1,65,3.2,No,2026-05
EMP0573,53,Male,Sales,Sales Manager,3,7,107000,Yes,4,72,3.3,No,2026-09
EMP0574,35,Non-binary,Operations,Coordinator,1,0,59500,Yes,3,66,2.9,No,2026-04
EMP0575,43,Female,HR,HR Business Partner,4,5,114500,Yes,2,62,3.2,No,2026-04
EMP0576,54,Male,Finance,Finance Manager,2,7,89500,No,2,62,3.5,Yes,2026-06
EMP0577,36,Non-binary,Technology,IT Support,3,9,89000,No,4,85,4.3,No,2026-10
EMP0578,54,Male,Technology,Software Engineer,2,3,89500,No,3,60,1.9,No,2026-10
EMP0579,41,Non-binary,Operations,Coordinator,4,8,115500,No,1,58,4.2,Yes,2026-02
EMP0580,48,Non-binary,HR,HR Analyst,4,7,123000,No,3,81,4.6,No,2026-11
EMP0581,35,Non-binary,Operations,Coordinator,2,5,80000,No,4,97,4.0,No,2026-03
EMP0582,36,Male,Operations,Coordinator,4,8,127500,No,4,74,3.2,No,2026-04
EMP0583,50,Female,Operations,Coordinator,1,1,38000,No,4,91,3.6,No,2026-08
EMP0584,36,Female,Technology,Data Analyst,2,4,81500,No,2,65,3.0,No,2026-11
EMP0585,27,Female,HR,HR Business Partner,2,7,82500,No,3,98,3.8,No,2026-03
EMP0586,27,Male,Finance,Accountant,2,5,72000,Yes,3,67,3.9,No,2026-10
EMP0587,49,Male,Technology,Software Engineer,4,7,113500,No,3,73,5,No,2026-04
EMP0588,37,Female,HR,HR Analyst,2,1,73000,No,2,83,4.5,No,2026-03
EMP0589,46,Non-binary,Technology,Data Analyst,2,6,80500,Yes,4,54,3.3,No,2026-11
